Time,Feed Flow,Feed Composition,Vapor Flow Rate,Reflux Ratio,Overhead Flow Rate,Overhead MeOH Composition,Bottom Flow Rate,Bottom MeOH Composition
,0.025,0.5,0.099,1.75,0.036446533,0.343315951,0,2.33E-05
,0.025,0.5,0.099,1.75,0.036609526,0.34229281,0,2.27E-05
,0.025,0.5,0.099,1.75,0.03603385,0.343140247,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036349839,0.342017127,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036034217,0.342598522,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036737181,0.340874701,0,2.31E-05
,0.025,0.5,0.099,1.75,0.036878131,0.341778529,0,2.32E-05
,0.025,0.5,0.099,1.75,0.03642378,0.341251462,0,2.32E-05
,0.025,0.5,0.099,1.75,0.036608971,0.341678063,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036712933,0.34216389,0,2.33E-05
,0.025,0.5,0.099,1.75,0.036644055,0.342010501,0,2.31E-05
,0.025,0.5,0.099,1.75,0.036678427,0.343912073,0,2.26E-05
,0.025,0.5,0.099,1.75,0.03641919,0.343676243,0,2.31E-05
,0.025,0.5,0.099,1.75,0.036622804,0.341977869,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036070163,0.343940753,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036647656,0.343232528,0,2.33E-05
,0.025,0.5,0.099,1.75,0.036885392,0.341126457,0,2.26E-05
,0.025,0.5,0.099,1.75,0.036425873,0.342371681,0,2.30E-05
,0.025,0.5,0.099,1.75,0.036486805,0.343867108,0,2.31E-05
,0.025,0.5,0.099,1.75,0.037119341,0.341732405,0,2.26E-05
,0.025,0.5,0.099,1.75,0.036418695,0.341907095,0,2.26E-05
,0.025,0.5,0.099,1.75,0.036542241,0.341652452,0,2.25E-05
,0.025,0.5,0.099,1.75,0.036730055,0.342559105,0,2.34E-05
,0.025,0.5,0.099,1.75,0.036199096,0.343025815,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036575514,0.342796701,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036858646,0.342711781,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036622406,0.342421168,0,2.35E-05
,0.025,0.5,0.099,1.75,0.036551615,0.341703296,0,2.26E-05
,0.025,0.5,0.099,1.75,0.035956303,0.343041064,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036116475,0.341268315,0,2.33E-05
,0.025,0.5,0.099,1.75,0.035815585,0.343014576,0,2.27E-05
,0.025,0.5,0.099,1.75,0.0361578,0.341913004,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036589458,0.342123309,0,2.30E-05
,0.025,0.5,0.099,1.75,0.036461569,0.343086925,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036166505,0.344669067,0,2.32E-05
,0.025,0.5,0.099,1.75,0.037272394,0.343340029,0,2.30E-05
,0.025,0.5,0.099,1.75,0.036291114,0.343087102,0,2.28E-05
,0.025,0.5,0.099,1.75,0.03650636,0.342691287,0,2.30E-05
,0.025,0.5,0.099,1.75,0.036484418,0.342456524,0,2.30E-05
,0.025,0.5,0.099,1.75,0.036540994,0.34193732,0,2.29E-05
,0.025,0.5,0.099,1.75,0.03676794,0.340528037,0,2.28E-05
,0.025,0.5,0.099,1.75,0.035742181,0.342536666,0,2.32E-05
,0.025,0.5,0.099,1.75,0.035981321,0.340865603,0,2.35E-05
,0.025,0.5,0.099,1.75,0.035931297,0.343727979,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036609709,0.341644586,0,2.31E-05
,0.025,0.5,0.099,1.75,0.03647871,0.34301182,0,2.31E-05
,0.025,0.5,0.099,1.75,0.036477425,0.344456391,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036504244,0.342228642,0,2.32E-05
,0.025,0.5,0.099,1.75,0.036850184,0.341550297,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036360417,0.342496995,0,2.29E-05
,0.025,0.5,0.099,1.75,0.035949663,0.342255272,0,2.31E-05
,0.025,0.5,0.099,1.75,0.036139136,0.342760831,0,2.26E-05
,0.025,0.5,0.099,1.75,0.03610827,0.343719129,0,2.26E-05
,0.025,0.5,0.099,1.75,0.03604451,0.342322355,0,2.31E-05
,0.025,0.5,0.099,1.75,0.036507918,0.342984675,0,2.27E-05
,0.025,0.5,0.099,1.75,0.035971835,0.343585153,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036393607,0.341893337,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036925383,0.342029845,0,2.30E-05
,0.025,0.5,0.099,1.75,0.03607481,0.343339403,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036357463,0.343830114,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036157343,0.342715161,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036108847,0.343253628,0,2.29E-05
,0.025,0.5,0.099,1.75,0.036945559,0.342666727,0,2.24E-05
,0.025,0.5,0.099,1.75,0.03626387,0.340900646,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036079311,0.342909112,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036102176,0.343360603,0,2.30E-05
,0.025,0.5,0.099,1.75,0.036230309,0.341996021,0,2.27E-05
,0.025,0.5,0.099,1.75,0.036543122,0.34196483,0,2.32E-05
,0.025,0.5,0.099,1.75,0.036197514,0.34272767,0,2.33E-05
,0.025,0.5,0.099,1.75,0.036844769,0.342788039,0,2.28E-05
,0.025,0.5,0.099,1.75,0.036395463,0.34379474,0,2.27E-05
,0.025,0.5,0.0363,1.75,0.012410499,0.847576081,0.008941453,0.148397369
,0.025,0.5,0.0363,1.75,0.014015961,0.851658862,0.009388396,0.145961996
,0.025,0.5,0.0363,1.75,0.01352218,0.852430617,0.012031318,0.141331114
,0.025,0.5,0.0363,1.75,0.01396001,0.852732772,0.011340116,0.140569371
,0.025,0.5,0.0363,1.75,0.013795861,0.850103032,0.01074547,0.138403373
,0.025,0.5,0.0363,1.75,0.013757788,0.85350048,0.011272696,0.133569043
,0.025,0.5,0.0363,1.75,0.013777949,0.854817083,0.011411381,0.13205896
,0.025,0.5,0.0363,1.75,0.013760181,0.849475126,0.011233701,0.127957642
,0.025,0.5,0.0363,1.75,0.013650883,0.847278176,0.011257579,0.124503317
,0.025,0.5,0.0363,1.75,0.013768267,0.847617858,0.011264977,0.124415452
,0.025,0.5,0.0363,1.75,0.013914921,0.847564679,0.011321342,0.121288719
,0.025,0.5,0.0363,1.75,0.014049834,0.853639273,0.011158233,0.118743568
,0.025,0.5,0.0363,1.75,0.013797137,0.84854087,0.011041365,0.119776979
,0.025,0.5,0.0363,1.75,0.013491934,0.848500242,0.010750413,0.114734136
,0.025,0.5,0.0363,1.75,0.013967831,0.844627153,0.01106819,0.113107986
,0.025,0.5,0.0363,1.75,0.013777562,0.848906023,0.010945823,0.110003161
,0.025,0.5,0.0363,1.75,0.013961683,0.851922714,0.011666458,0.109760644
,0.025,0.5,0.0363,1.75,0.013914131,0.849363999,0.011058163,0.108024328
,0.025,0.5,0.0363,1.75,0.013780251,0.850274502,0.01156227,0.107322639
,0.025,0.5,0.0363,1.75,0.013696099,0.845749644,0.011463092,0.104307724
,0.025,0.5,0.0363,1.75,0.01396954,0.849320871,0.011349531,0.10308543
,0.025,0.5,0.0363,1.75,0.01369958,0.845254351,0.011771185,0.101548326
,0.025,0.5,0.0363,1.75,0.013722508,0.854329868,0.010865189,0.101640059
,0.025,0.5,0.0363,1.75,0.013924256,0.851641696,0.01099873,0.100630984
,0.025,0.5,0.0363,1.75,0.013849811,0.849437744,0.011874321,0.098146648
,0.025,0.5,0.0363,1.75,0.013607153,0.84742003,0.011512927,0.098197116
,0.025,0.5,0.0363,1.75,0.013780907,0.847888901,0.011285378,0.09747347
,0.025,0.5,0.0363,1.75,0.013786511,0.849413302,0.011096717,0.096260595
,0.025,0.5,0.0363,1.75,0.013787404,0.848237504,0.011335503,0.096849624
,0.025,0.5,0.0363,1.75,0.013849741,0.84608351,0.011220051,0.093856185
,0.025,0.5,0.0363,1.75,0.013632545,0.84842126,0.011328887,0.093491089
,0.025,0.5,0.0363,1.75,0.01375262,0.845790097,0.011479428,0.092122866
,0.025,0.5,0.0363,1.75,0.013633677,0.847303169,0.011625773,0.091344697
,0.025,0.5,0.0363,1.75,0.013900078,0.843063409,0.011405555,0.092143939
,0.025,0.5,0.0363,1.75,0.013953802,0.845284949,0.011065054,0.091828932
,0.025,0.5,0.0363,1.75,0.013782241,0.843940551,0.011397586,0.091265029
,0.025,0.5,0.0363,1.75,0.01385264,0.844935254,0.01148505,0.089587202
,0.025,0.5,0.0363,1.75,0.013892278,0.846062481,0.011131952,0.090407018
,0.025,0.5,0.0363,1.75,0.013866496,0.84559949,0.011177792,0.0893026
,0.025,0.5,0.0363,1.75,0.013879749,0.850210635,0.011202566,0.086898335
,0.025,0.5,0.0363,1.75,0.013781877,0.849533145,0.011183981,0.088333845
,0.025,0.5,0.0363,1.75,0.013859145,0.845238247,0.010880871,0.086803528
,0.025,0.5,0.0363,1.75,0.013650207,0.849991107,0.010969172,0.086554946
,0.025,0.5,0.0363,1.75,0.013868936,0.848142096,0.011116633,0.087325507
,0.025,0.5,0.0363,1.75,0.013959078,0.842840138,0.010999843,0.08464964
,0.025,0.5,0.0363,1.75,0.013785335,0.845819556,0.011230447,0.085536874
,0.025,0.5,0.0363,1.75,0.013808542,0.849417593,0.011154817,0.085511417
,0.025,0.5,0.0363,1.75,0.014048067,0.844050245,0.011181847,0.083415631
,0.025,0.5,0.0363,1.75,0.01378303,0.844389196,0.011105504,0.082895638
,0.025,0.5,0.0363,1.75,0.013829905,0.843669771,0.011463409,0.08237076
,0.025,0.5,0.0363,1.75,0.013901097,0.845819867,0.010955493,0.085396834
,0.025,0.5,0.0363,1.75,0.013700248,0.84688542,0.011347705,0.082753064
,0.025,0.5,0.0363,1.75,0.013842805,0.846235146,0.011096466,0.082579893
,0.025,0.5,0.0363,1.75,0.013950052,0.845943074,0.011009615,0.081694065
,0.025,0.5,0.0363,1.75,0.013860723,0.845145533,0.011288582,0.084462957
,0.025,0.5,0.0363,1.75,0.013834007,0.843295858,0.010829979,0.08096388
,0.025,0.5,0.0363,1.75,0.013608764,0.846521364,0.011534393,0.081951688
,0.025,0.5,0.0363,1.75,0.013669451,0.842073299,0.011096726,0.083178864
,0.025,0.5,0.0363,1.75,0.013555629,0.846310464,0.01121253,0.080489998
,0.025,0.5,0.0363,1.75,0.013685208,0.843523216,0.01128446,0.080379408
,0.025,0.5,0.0363,1.75,0.013848638,0.843974711,0.011366656,0.081338088
,0.025,0.5,0.0363,1.75,0.013800282,0.846286347,0.010853213,0.080361917
,0.025,0.5,0.0363,1.75,0.013688649,0.850125224,0.011391001,0.08165248
,0.025,0.5,0.0363,1.75,0.01410726,0.846785614,0.011206138,0.080782946
,0.025,0.5,0.0363,1.75,0.013735894,0.846102253,0.011124498,0.079737866
,0.025,0.5,0.0363,1.75,0.0138174,0.845068517,0.010975391,0.080437764
,0.025,0.5,0.0363,1.75,0.013809129,0.844433886,0.011049919,0.080155684
,0.025,0.5,0.0363,1.75,0.013830574,0.843099805,0.011347009,0.079814141
,0.025,0.5,0.0363,1.75,0.013916502,0.839573157,0.01133453,0.079138819
,0.025,0.5,0.0363,1.75,0.013528284,0.844475018,0.011162704,0.080363475
,0.025,0.5,0.0363,1.75,0.013618823,0.840306748,0.010863502,0.081256082
,0.025,0.5,0.0363,1.75,0.013599912,0.847315853,0.011345553,0.078908031
,0.025,0.5,0.0363,1.75,0.013856712,0.84213474,0.011179345,0.079693103
,0.025,0.5,0.0363,1.75,0.01380715,0.845460881,0.011246516,0.079666739
,0.025,0.5,0.0363,1.75,0.013806683,0.848978798,0.011248173,0.078747968
,0.025,0.5,0.0363,1.75,0.013816852,0.843447144,0.010777125,0.079849369
,0.025,0.5,0.0363,1.75,0.013947807,0.841735877,0.011346067,0.077786019
,0.025,0.5,0.0363,1.75,0.013762445,0.844030811,0.011206054,0.078619618
,0.025,0.5,0.0363,1.75,0.013606989,0.843398331,0.01111048,0.07928883
,0.025,0.5,0.0363,1.75,0.013678718,0.844608609,0.010891829,0.077173265
,0.025,0.5,0.0363,1.75,0.013667047,0.846935613,0.010787615,0.077185187
,0.025,0.5,0.0363,1.75,0.013642926,0.843460906,0.010975035,0.078861924
,0.025,0.5,0.0363,1.75,0.013818338,0.845060941,0.01110341,0.077440263
,0.025,0.5,0.0363,1.75,0.013615439,0.846509642,0.011156211,0.077689951
,0.025,0.5,0.0363,1.75,0.01377509,0.842311903,0.011154412,0.077601365
,0.025,0.5,0.0363,1.75,0.013976378,0.842619758,0.011044677,0.078286883
,0.025,0.5,0.0363,1.75,0.013654441,0.845818449,0.0113955,0.077211592
,0.025,0.5,0.0363,1.75,0.013761434,0.847000772,0.010886564,0.076998269
,0.025,0.5,0.0363,1.75,0.013685695,0.844228683,0.011182932,0.076911351
,0.025,0.5,0.0363,1.75,0.013667346,0.84553054,0.011014844,0.077703795
,0.025,0.5,0.0363,1.75,0.013984051,0.844061211,0.010843215,0.075811138
,0.025,0.5,0.0363,1.75,0.013726035,0.839688351,0.011370103,0.077073745
,0.025,0.5,0.0363,1.75,0.013656184,0.84461359,0.010695809,0.076957193
,0.025,0.5,0.0363,1.75,0.013664843,0.845704536,0.011070096,0.077857053
,0.025,0.5,0.0363,1.75,0.013713347,0.842323302,0.011673525,0.076859816
,0.025,0.5,0.0363,1.75,0.013831753,0.842227006,0.011478425,0.078437839
,0.025,0.5,0.0363,1.75,0.013700943,0.844087031,0.011245954,0.078682839
,0.025,0.5,0.0363,1.75,0.013945936,0.844217641,0.01116325,0.077058805
,0.025,0.5,0.0363,1.75,0.013775875,0.846679511,0.010865501,0.076516976
,0.025,0.5,0.0363,1.75,0.013844767,0.845946226,0.011500218,0.079131062
,0.025,0.5,0.0363,1.75,0.013655703,0.845909019,0.011531615,0.076270818
,0.025,0.5,0.0363,1.75,0.01374425,0.844356847,0.010969052,0.076998701
,0.025,0.5,0.0363,1.75,0.013847145,0.844056921,0.011190529,0.076354305
,0.025,0.5,0.0363,1.75,0.013704095,0.840318459,0.010988788,0.077237045
,0.025,0.5,0.0363,1.75,0.013709779,0.843341678,0.011281218,0.077835331
,0.025,0.5,0.04,1.75,0.012466124,0.848193271,0.005497696,0.151680787
,0.025,0.5,0.04,1.75,0.015960685,0.847838381,0.005992937,0.14244701
,0.025,0.5,0.04,1.75,0.015330269,0.853696374,0.011037765,0.133949083
,0.025,0.5,0.04,1.75,0.015197966,0.848501188,0.010035871,0.13155145
,0.025,0.5,0.04,1.75,0.014920538,0.848399415,0.009406354,0.122212368
,0.025,0.5,0.04,1.75,0.015418669,0.844500492,0.009885221,0.116722158
,0.025,0.5,0.04,1.75,0.015214239,0.848775314,0.009761019,0.110004256
,0.025,0.5,0.04,1.75,0.015428929,0.851796224,0.01034684,0.106331345
,0.025,0.5,0.04,1.75,0.015376876,0.849239656,0.009820961,0.101352435
,0.025,0.5,0.04,1.75,0.015232024,0.850140508,0.010264258,0.097527309
,0.025,0.5,0.04,1.75,0.015142466,0.845588917,0.010167586,0.091814461
,0.025,0.5,0.04,1.75,0.015447334,0.849109,0.01006295,0.087904843
,0.025,0.5,0.04,1.75,0.015151175,0.844967383,0.01043211,0.083907122
,0.025,0.5,0.04,1.75,0.015178714,0.853934779,0.009624555,0.08139822
,0.025,0.5,0.04,1.75,0.01540379,0.851114063,0.009738604,0.078133324
,0.025,0.5,0.04,1.75,0.015323108,0.848748741,0.010509479,0.073905959
,0.025,0.5,0.04,1.75,0.015056079,0.846541192,0.010185418,0.071740076
,0.025,0.5,0.04,1.75,0.01524959,0.846789369,0.009980125,0.069116182
,0.025,0.5,0.04,1.75,0.015256854,0.848063233,0.009809501,0.06627565
,0.025,0.5,0.04,1.75,0.015258733,0.846614076,0.010016828,0.064775143
,0.025,0.5,0.04,1.75,0.015328442,0.844163745,0.009911203,0.061006911
,0.025,0.5,0.04,1.75,0.015088621,0.846169957,0.010003744,0.059087746
,0.025,0.5,0.04,1.75,0.015221934,0.843196782,0.010133208,0.056639338
,0.025,0.5,0.04,1.75,0.015090569,0.84433291,0.010258904,0.054660841
,0.025,0.5,0.04,1.75,0.015385602,0.839716116,0.010061246,0.053694007
,0.025,0.5,0.04,1.75,0.015445115,0.841515518,0.009757722,0.052135383
,0.025,0.5,0.04,1.75,0.015255158,0.839745222,0.010047784,0.05051067
,0.025,0.5,0.04,1.75,0.01533292,0.840284452,0.010121749,0.048359865
,0.025,0.5,0.04,1.75,0.015376541,0.840937326,0.009807586,0.047625459
,0.025,0.5,0.04,1.75,0.01534766,0.839993367,0.009845027,0.045934219
,0.025,0.5,0.04,1.75,0.015361921,0.844072395,0.009863951,0.04366559
,0.025,0.5,0.04,1.75,0.015253124,0.842884947,0.00984475,0.043386741
,0.025,0.5,0.04,1.75,0.015338085,0.83809915,0.009575289,0.041699396
,0.025,0.5,0.04,1.75,0.015106248,0.842273182,0.009650346,0.040691226
,0.025,0.5,0.04,1.75,0.015347642,0.839893251,0.009777446,0.04019865
,0.025,0.5,0.04,1.75,0.015446674,0.834089555,0.009672178,0.03817694
,0.025,0.5,0.04,1.75,0.015253666,0.836474852,0.009872368,0.037816266
,0.025,0.5,0.04,1.75,0.015278543,0.839460705,0.009803456,0.03708018
,0.025,0.5,0.04,1.75,0.015542725,0.833581747,0.009824776,0.035497693
,0.025,0.5,0.04,1.75,0.015248632,0.833337095,0.00975534,0.034638575
,0.025,0.5,0.04,1.75,0.015299463,0.832044609,0.010067643,0.033815989
,0.025,0.5,0.04,1.75,0.015377333,0.833578544,0.009619206,0.034462363
,0.025,0.5,0.04,1.75,0.015154253,0.834039841,0.009961239,0.032845286
,0.025,0.5,0.04,1.75,0.015310992,0.83281049,0.009738603,0.032253578
,0.025,0.5,0.04,1.75,0.015428651,0.831934727,0.009660317,0.031414863
,0.025,0.5,0.04,1.75,0.015328895,0.830563978,0.00990301,0.031994497
,0.025,0.5,0.04,1.75,0.015298381,0.828163344,0.009498768,0.030226253
,0.025,0.5,0.04,1.75,0.015048341,0.830749004,0.0101146,0.030168296
,0.025,0.5,0.04,1.75,0.015114488,0.825808854,0.009728934,0.030207694
,0.025,0.5,0.04,1.75,0.014987685,0.829391072,0.00982863,0.028851339
,0.025,0.5,0.04,1.75,0.015129997,0.8260938,0.009889892,0.028450628
,0.025,0.5,0.04,1.75,0.01530972,0.825976085,0.00996018,0.028442195
,0.025,0.5,0.04,1.75,0.015255313,0.82768384,0.009508651,0.027773849
,0.025,0.5,0.04,1.75,0.015130976,0.830888705,0.00997817,0.02790369
,0.025,0.5,0.04,1.75,0.015592748,0.827085191,0.009814654,0.02730891
,0.025,0.5,0.04,1.75,0.015181359,0.825887192,0.009741681,0.026676217
,0.025,0.5,0.04,1.75,0.015270536,0.824357221,0.009609669,0.026642259
,0.025,0.5,0.04,1.75,0.015260505,0.823226968,0.009673529,0.026294629
,0.025,0.5,0.04,1.75,0.015283327,0.821425748,0.009932235,0.025941761
,0.025,0.5,0.04,1.75,0.015377414,0.817501223,0.009919982,0.02549508
,0.025,0.5,0.04,1.75,0.014947617,0.821793183,0.009768338,0.02567015
,0.025,0.5,0.04,1.75,0.015046842,0.817268761,0.009505327,0.025744199
,0.025,0.5,0.04,1.75,0.015025154,0.823624536,0.009925923,0.024805311
,0.025,0.5,0.04,1.75,0.015308075,0.818140894,0.009779385,0.024864836
,0.025,0.5,0.04,1.75,0.015252554,0.820934232,0.009837054,0.024678575
,0.025,0.5,0.04,1.75,0.015251289,0.823921512,0.009837457,0.024226613
,0.025,0.5,0.04,1.75,0.015261792,0.818138601,0.009424522,0.024404096
,0.025,0.5,0.04,1.75,0.015405726,0.816076282,0.009921084,0.023624018
,0.025,0.5,0.04,1.75,0.015200302,0.81790908,0.009797733,0.023733557
,0.025,0.5,0.04,1.75,0.015027944,0.81691558,0.009713292,0.023797861
,0.025,0.5,0.04,1.75,0.01510652,0.817717975,0.009521313,0.023035462
,0.025,0.5,0.04,1.75,0.015093007,0.819611211,0.00942943,0.022917863
,0.025,0.5,0.04,1.75,0.015065766,0.815901485,0.009592491,0.023298049
,0.025,0.5,0.04,1.75,0.01525888,0.817112448,0.009703956,0.022768215
,0.025,0.5,0.04,1.75,0.015034265,0.818186746,0.009749393,0.022736894
,0.025,0.5,0.04,1.75,0.015210002,0.81381526,0.009747141,0.022611539
,0.025,0.5,0.04,1.75,0.015431716,0.813808907,0.009650609,0.022715955
,0.025,0.5,0.04,1.75,0.015075747,0.816603664,0.009956517,0.022314592
,0.025,0.5,0.04,1.75,0.01519338,0.817460381,0.009511269,0.022168262
,0.025,0.5,0.04,1.75,0.015109284,0.814511113,0.009769629,0.022062862
,0.025,0.5,0.04,1.75,0.015088568,0.815502645,0.00962225,0.022213021
,0.025,0.5,0.04,1.75,0.015437754,0.813831011,0.009471818,0.021600439
,0.025,0.5,0.04,1.75,0.015152488,0.809370882,0.009931566,0.021891089
,0.025,0.5,0.04,1.75,0.015074969,0.813882089,0.009342133,0.021792435
,0.025,0.5,0.04,1.75,0.015084134,0.814705725,0.009668605,0.021984249
,0.025,0.5,0.04,1.75,0.015137296,0.811230347,0.010195191,0.021643573
,0.025,0.5,0.04,1.75,0.015267627,0.810927938,0.01002438,0.022030655
,0.025,0.5,0.04,1.75,0.015122887,0.812516878,0.009820966,0.022044878
,0.025,0.5,0.04,1.75,0.015392963,0.812448545,0.009748371,0.021539082
,0.025,0.5,0.04,1.75,0.015204934,0.814630865,0.009488001,0.021339733
,0.025,0.5,0.04,1.75,0.015280659,0.813746068,0.010041906,0.022021733
,0.025,0.5,0.04,1.75,0.015071685,0.813538256,0.010069022,0.021182697
,0.025,0.5,0.04,1.75,0.015169129,0.811880758,0.009577499,0.021343633
,0.025,0.5,0.04,1.75,0.015282413,0.811434432,0.009770589,0.021126232
,0.025,0.5,0.04,1.75,0.015124272,0.807689677,0.009594177,0.021333247
,0.025,0.5,0.04,1.75,0.015130293,0.81045042,0.009849228,0.021462886
,0.025,0.5,0.04,1.75,0.015223543,0.811989201,0.009808558,0.021306538
,0.025,0.5,0.04,1.75,0.015230668,0.81184829,0.009463963,0.021030264
,0.025,0.5,0.04,1.75,0.015058878,0.809561125,0.009739421,0.02095495
,0.025,0.5,0.04,1.75,0.015263801,0.809720971,0.009890976,0.02115642
,0.025,0.5,0.04,1.75,0.015414866,0.808137567,0.010131474,0.021442394
,0.025,0.5,0.04,1.75,0.015467529,0.807808759,0.0098492,0.021248682
,0.025,0.5,0.04,1.75,0.0150113,0.806389968,0.00938182,0.021349463
,0.025,0.5,0.04,1.75,0.015449994,0.806067703,0.009794462,0.020896433
,0.025,0.5,0.04,1.75,0.015461027,0.813410063,0.009752108,0.020905688
,0.025,0.5,0.04,1.75,0.01529302,0.812009901,0.009777594,0.020796675
,0.025,0.5,0.04,1.75,0.015121114,0.814874159,0.009824563,0.020744219
,0.025,0.5,0.04,1.75,0.015324601,0.808127611,0.009636269,0.020878144
,0.025,0.5,0.04,1.75,0.015258033,0.809634931,0.009855446,0.020915756
,0.025,0.5,0.04,1.75,0.015073566,0.813256967,0.009806289,0.020980837
,0.025,0.5,0.04,1.75,0.015183757,0.809053454,0.00997629,0.020830878
,0.025,0.5,0.04,1.75,0.015181031,0.808171626,0.009691823,0.020892205
,0.025,0.5,0.04,1.75,0.015333145,0.810089618,0.010075381,0.020567395
,0.025,0.5,0.04,1.75,0.015252007,0.811095975,0.009832899,0.020332
,0.025,0.5,0.04,1.75,0.015110527,0.808776119,0.009801968,0.020482004
,0.025,0.5,0.04,1.75,0.015394383,0.812356108,0.009708475,0.02062956
,0.025,0.5,0.04,1.75,0.015397553,0.80963118,0.009924273,0.020917475
,0.025,0.5,0.04,1.75,0.015249316,0.809260185,0.009706112,0.020551213
,0.025,0.5,0.04,1.75,0.015314362,0.805264176,0.009421847,0.020876427
,0.025,0.5,0.04,1.75,0.015283333,0.807304592,0.009548194,0.020437303
0,0.025,0.5,0.033,1.75,0.012516594,0.850818108,0.01181615,0.148973225
50,0.025,0.5,0.033,1.75,0.01274315,0.851284238,0.012207612,0.150771097
100,0.025,0.5,0.033,1.75,0.012381122,0.849905227,0.012168158,0.148152208
150,0.025,0.5,0.033,1.75,0.012620245,0.853033846,0.01276576,0.149025489
200,0.025,0.5,0.033,1.75,0.012498703,0.854668312,0.012239723,0.15044922
250,0.025,0.5,0.033,1.75,0.012433521,0.853338049,0.012805532,0.154111537
300,0.025,0.5,0.033,1.75,0.012374162,0.850372387,0.012481486,0.154175789
350,0.025,0.5,0.033,1.75,0.012492188,0.850979403,0.012356005,0.153893626
400,0.025,0.5,0.033,1.75,0.012541209,0.850371932,0.012182311,0.149566342
450,0.025,0.5,0.033,1.75,0.012504943,0.850865629,0.012051752,0.150374425
500,0.025,0.5,0.033,1.75,0.012533847,0.846992028,0.012416016,0.15528359
550,0.025,0.5,0.033,1.75,0.012532233,0.857550417,0.012379396,0.150833315
600,0.025,0.5,0.033,1.75,0.012461339,0.851980661,0.012052568,0.15098091
650,0.025,0.5,0.033,1.75,0.01261667,0.849048972,0.012201509,0.149746659
700,0.025,0.5,0.033,1.75,0.012419115,0.855074076,0.012858521,0.152221479
750,0.025,0.5,0.033,1.75,0.012239919,0.855224967,0.012368157,0.150764726
800,0.025,0.5,0.033,1.75,0.012304215,0.851904076,0.012362843,0.1527019
850,0.025,0.5,0.033,1.75,0.012679054,0.851092174,0.012803387,0.150063218
900,0.025,0.5,0.033,1.75,0.012428856,0.850492838,0.01313969,0.150588566
950,0.025,0.5,0.033,1.75,0.012369685,0.850187227,0.012667488,0.14795324
1000,0.025,0.5,0.033,1.75,0.012383227,0.850977784,0.012365997,0.151912807
1050,0.025,0.5,0.033,1.75,0.012393522,0.851801928,0.0126237,0.153878431
1100,0.025,0.5,0.033,1.75,0.012422918,0.851713522,0.012664288,0.148715948
1150,0.025,0.5,0.033,1.75,0.012421959,0.850981799,0.012441843,0.153213142
1200,0.025,0.5,0.033,1.75,0.012452946,0.854109849,0.013048871,0.147722829
1250,0.025,0.5,0.033,1.75,0.012643197,0.850081909,0.013310955,0.150325904
1300,0.025,0.5,0.033,1.75,0.012485018,0.851798121,0.012481623,0.153453044
1350,0.025,0.5,0.033,1.75,0.012619545,0.851348598,0.012484941,0.151695409
1400,0.025,0.5,0.033,1.75,0.012562729,0.85135195,0.012158791,0.150103455
1450,0.025,0.5,0.033,1.75,0.012514278,0.850263798,0.012669747,0.150182164
1500,0.025,0.5,0.033,1.75,0.012411377,0.85647375,0.012208175,0.147718618
1550,0.025,0.5,0.033,1.75,0.012425509,0.849702393,0.012559295,0.147531153
1600,0.025,0.5,0.033,1.75,0.012450576,0.854923779,0.012477816,0.150662321
1650,0.025,0.5,0.033,1.75,0.012336221,0.852151693,0.012615821,0.150927964
1700,0.025,0.5,0.033,1.75,0.012716311,0.851186998,0.012321973,0.149362769
1750,0.025,0.5,0.033,1.75,0.012587101,0.852010258,0.012807226,0.151267003
1800,0.025,0.5,0.033,1.75,0.012401169,0.847415469,0.013007232,0.151268356
1850,0.025,0.5,0.033,1.75,0.012367736,0.848098176,0.012833761,0.14967216
1900,0.025,0.5,0.033,1.75,0.012459894,0.853517634,0.012707409,0.149159167
1950,0.025,0.5,0.033,1.75,0.012560988,0.853576181,0.012269228,0.150863002
2000,0.025,0.5,0.033,1.75,0.012446716,0.852209681,0.012424759,0.148787035
2050,0.025,0.5,0.033,1.75,0.012333126,0.852022686,0.012973128,0.15124775
2100,0.025,0.5,0.033,1.75,0.01237495,0.850306912,0.01288408,0.151751635
2150,0.025,0.5,0.033,1.75,0.012473676,0.854444933,0.013184903,0.151034715
